,40-year NPV rank,40-year NPV,Institution,State,Level,Predominant degree,Institution type,Share earning more than high school graduates 10-years after enrolling,Earnings-price return rank,Earnings-price return,Earnings-debt return rank,Earnings-debt return,Debt rank,Median debt,10-year earnings rank,Median 10-yr earnings,Net price rank,Net price,Graduation rate rank,Graduation rate,7-year repayment rate
1130,3822,"$578,000",La James International College-Davenport,IA,2-year,Certificate,Private for-profit,42%,2955,93%,NA,NA,NA,NA,3625,"$25,940",2646,"$13,447",2307,51%,45%
1131,4088,"$516,000",La James International College-Ft Dodge,IA,2-year,Certificate,Private for-profit,31%,3577,52%,NA,NA,NA,NA,3998,"$22,779",2349,"$14,992",2153,54%,51%
1132,3315,"$665,000",La James International College-Iowa City,IA,2-year,Certificate,Private for-profit,47%,2737,107%,2166,236%,2543,"$8,748",3190,"$29,423",2501,"$14,236",2048,55%,55%
1133,3268,"$672,000",La James International College-Johnston,IA,2-year,Certificate,Private for-profit,45%,2789,104%,1741,269%,2802,"$7,916",3220,"$29,196",2484,"$14,290",2067,55%,56%
1134,774,"$1,095,000",Loras College,IA,4-year,Bachelor's,Private nonprofit,84%,2098,154%,3432,153%,238,"$20,714",657,"$52,435",1296,"$20,676",1214,67%,90%
1135,856,"$1,069,000",Luther College,IA,4-year,Bachelor's,Private nonprofit,84%,2553,120%,3761,124%,85,"$23,250",688,"$51,981",846,"$23,620",563,77%,89%
1136,4046,"$533,000",Maharishi International University,IA,4-year,Bachelor's,Private nonprofit,39%,2721,109%,3907,98%,1415,"$13,085",3624,"$25,941",2812,"$12,441",1095,69%,73%
1137,1960,"$867,000",Marshalltown Community College,IA,2-year,Associate's,Public,61%,678,393%,368,544%,3551,"$5,700",2196,"$36,735",3686,"$7,456",3194,35%,52%
1138,711,"$1,112,000",Mercy College of Health Sciences,IA,4-year,Bachelor's,Private nonprofit,82%,2261,140%,1271,323%,1521,"$12,500",631,"$52,855",1088,"$21,989",3038,38%,76%
1139,980,"$1,035,000",Morningside College,IA,4-year,Bachelor's,Private nonprofit,82%,2329,135%,2463,216%,936,"$15,837",805,"$50,044",1195,"$21,337",1944,57%,84%
1140,921,"$1,052,000",Mount Mercy University,IA,4-year,Bachelor's,Private nonprofit,81%,2261,140%,3097,178%,622,"$18,000",804,"$50,047",1261,"$20,857",1184,68%,85%
1141,1721,"$899,000",North Iowa Area Community College,IA,2-year,Associate's,Public,65%,804,353%,456,509%,3390,"$6,250",2017,"$38,081",3486,"$8,409",2573,46%,56%
1142,1749,"$895,000",Northeast Iowa Community College,IA,2-year,Associate's,Public,64%,1250,262%,955,376%,2728,"$8,000",2025,"$38,062",3105,"$10,505",2624,45%,59%
1143,458,"$1,201,000",Northwest Iowa Community College,IA,2-year,Associate's,Public,80%,913,325%,183,636%,3063,"$7,000",722,"$51,494",2855,"$12,125",1228,67%,78%
1144,1599,"$916,000",Northwestern College,IA,4-year,Bachelor's,Private nonprofit,71%,2917,96%,2735,198%,1057,"$15,060",1236,"$44,904",926,"$22,968",1145,68%,92%
1145,2939,"$730,000",PCI Academy-Ames,IA,2-year,Certificate,Private for-profit,53%,2737,107%,614,463%,3516,"$5,827",2790,"$32,787",2182,"$15,847",1524,63%,69%
1146,3789,"$586,000",Ross College-Quad Cities,IA,2-year,Certificate,Private for-profit,39%,3888,33%,2512,213%,2617,"$8,347",3600,"$26,103",1480,"$19,590",2890,41%,35%
1147,685,"$1,119,000",Saint Ambrose University,IA,4-year,Bachelor's,Private nonprofit,82%,2728,108%,2942,187%,481,"$19,000",542,"$54,600",553,"$26,204",1334,65%,83%
1148,882,"$1,063,000",Simpson College,IA,4-year,Bachelor's,Private nonprofit,84%,2002,164%,3630,135%,176,"$21,500",766,"$50,628",1575,"$19,151",974,71%,88%
1149,2564,"$784,000",Southeastern Community College,IA,2-year,Associate's,Public,54%,791,356%,1140,341%,2942,"$7,474",2766,"$32,965",3718,"$7,223",3260,34%,52%
1150,1758,"$894,000",Southwestern Community College,IA,2-year,Associate's,Public,63%,913,325%,523,489%,3202,"$6,500",1992,"$38,313",3375,"$9,013",2409,49%,56%
1151,786,"$1,092,000",St Luke's College,IA,4-year,Associate's,Private nonprofit,78%,2761,106%,2577,209%,1150,"$14,750",1178,"$45,526",1069,"$22,114",NA,NA,83%
1152,3654,"$607,000",The Salon Professional Academy-Cedar Falls,IA,2-year,Certificate,Private for-profit,48%,1524,220%,3461,150%,1857,"$10,733",3474,"$26,866",3490,"$8,387",1482,64%,52%
1153,1370,"$955,000",University of Dubuque,IA,4-year,Bachelor's,Private nonprofit,78%,3188,78%,2442,218%,1066,"$15,000",986,"$47,629",489,"$26,748",2753,43%,70%
1154,403,"$1,232,000",University of Iowa,IA,4-year,Bachelor's,Public,84%,1646,204%,2277,228%,644,"$17,750",363,"$58,274",1577,"$19,145",833,73%,82%
1155,909,"$1,055,000",University of Northern Iowa,IA,4-year,Bachelor's,Public,83%,1541,217%,2697,201%,854,"$16,486",850,"$49,563",2228,"$15,620",1265,66%,82%
1156,1043,"$1,019,000",Upper Iowa University,IA,4-year,Bachelor's,Private nonprofit,78%,2437,128%,2846,193%,795,"$16,833",868,"$49,292",1151,"$21,624",2632,45%,67%
1157,1670,"$906,000",Waldorf University,IA,4-year,Bachelor's,Private for-profit,71%,2565,119%,1692,274%,1763,"$11,740",1336,"$43,860",1412,"$20,036",3545,29%,73%
1158,783,"$1,093,000",Wartburg College,IA,4-year,Bachelor's,Private nonprofit,83%,2218,143%,3281,164%,299,"$20,000",628,"$52,864",1121,"$21,787",1366,65%,90%
1159,2030,"$857,000",Western Iowa Tech Community College,IA,2-year,Certificate,Public,59%,651,400%,621,460%,3255,"$6,431",2336,"$36,023",3724,"$7,201",3044,38%,58%
1160,1539,"$926,000",William Penn University,IA,4-year,Bachelor's,Private nonprofit,72%,2565,119%,2340,223%,1278,"$14,000",1204,"$45,250",1307,"$20,637",3220,35%,65%
1161,4205,"$484,000",Aveda Institute-Twin Falls,ID,2-year,Certificate,Private for-profit,NA,3486,58%,3245,167%,2728,"$8,000",4102,"$21,389",2633,"$13,567",1884,58%,40%
1162,3336,"$663,000",Boise Bible College,ID,4-year,Bachelor's,Private nonprofit,53%,3383,65%,2995,183%,1756,"$11,761",2708,"$33,307",1385,"$20,185",2456,48%,66%
1163,1647,"$910,000",Boise State University,ID,4-year,Bachelor's,Public,69%,1897,173%,2685,202%,1224,"$14,286",1436,"$43,100",2199,"$15,787",2442,49%,64%
1164,831,"$1,075,000",Brigham Young University-Idaho,ID,4-year,Bachelor's,Private nonprofit,68%,300,588%,591,470%,2559,"$8,645",870,"$49,281",3730,"$7,167",1838,58%,82%
1165,3010,"$717,000",Carrington College-Boise,ID,2-year,Certificate,Private for-profit,54%,4328,-8%,2915,189%,1803,"$11,221",2839,"$32,456",118,"$35,181",1202,67%,52%
1166,2240,"$830,000",College of Eastern Idaho,ID,2-year,Associate's,Public,59%,1524,220%,1026,361%,2905,"$7,500",2548,"$34,547",3056,"$10,790",2004,56%,66%
1167,2197,"$836,000",College of Southern Idaho,ID,4-year,Associate's,Public,57%,417,506%,542,484%,3490,"$5,976",2494,"$34,914",3971,"$5,766",3962,21%,56%
1168,3732,"$594,000",Cosmetology School of Arts and Science LLC,ID,2-year,Certificate,Private for-profit,NA,3016,89%,3176,174%,1872,"$10,555",3244,"$28,897",2299,"$15,310",1567,62%,30%
1169,4256,"$462,000",Elevate Salon Institute-Chubbuck,ID,2-year,Certificate,Private for-profit,NA,3459,60%,3819,116%,2001,"$9,500",4169,"$20,526",2754,"$12,799",837,73%,32%
1170,4111,"$508,000",Headmasters School of Hair Design,ID,Less than 2-year,Certificate,Private for-profit,NA,3339,68%,3815,117%,1868,"$10,556",3985,"$22,918",2629,"$13,629",2292,51%,41%
1171,1888,"$875,000",Idaho State University,ID,4-year,Bachelor's,Public,67%,2136,150%,2162,237%,1521,"$12,500",1548,"$42,101",1985,"$16,810",3257,34%,59%
1172,1734,"$897,000",Lewis-Clark State College,ID,4-year,Bachelor's,Public,66%,1147,278%,1730,270%,1793,"$11,276",1592,"$41,741",3012,"$11,046",2979,39%,66%
1173,3767,"$589,000",Milan Institute-Boise,ID,Less than 2-year,Certificate,Private for-profit,36%,4384,-19%,1532,290%,3445,"$6,087",3914,"$23,716",317,"$29,228",878,72%,31%
1174,3985,"$546,000",Mr Leon's School of Hair Design-Lewiston,ID,2-year,Certificate,Private for-profit,30%,3104,83%,3886,102%,1612,"$12,000",3815,"$24,292",2670,"$13,280",630,76%,32%
1175,3699,"$601,000",Mr Leon's School of Hair Design-Moscow,ID,Less than 2-year,Certificate,Private for-profit,30%,2986,91%,3886,102%,1612,"$12,000",3815,"$24,292",2770,"$12,695",519,78%,32%
1176,2016,"$859,000",North Idaho College,ID,2-year,Associate's,Public,59%,532,443%,332,561%,3579,"$5,500",2286,"$36,382",3819,"$6,703",3711,26%,58%
1177,1195,"$986,000",Northwest Nazarene University,ID,4-year,Bachelor's,Private nonprofit,73%,2393,131%,2897,190%,834,"$16,500",973,"$47,908",1287,"$20,708",1750,60%,80%
1178,4132,"$502,000",Paul Mitchell the School-Boise,ID,Less than 2-year,Certificate,Private for-profit,34%,4229,4%,3657,133%,2709,"$8,028",4272,"$18,735",1778,"$18,064",1686,61%,45%
1179,4130,"$503,000",Paul Mitchell the School-Nampa,ID,Less than 2-year,Certificate,Private for-profit,34%,4197,7%,3657,133%,2709,"$8,028",4272,"$18,735",1878,"$17,476",2254,52%,45%
1180,3185,"$689,000",Stevens-Henager College,ID,4-year,Associate's,Private nonprofit,52%,4088,16%,2194,235%,2001,"$9,500",2921,"$31,807",434,"$27,412",3137,36%,32%
1181,1534,"$927,000",The College of Idaho,ID,4-year,Bachelor's,Private nonprofit,71%,2609,116%,3390,156%,644,"$17,750",1185,"$45,431",1240,"$21,005",1174,68%,87%
1182,4276,"$452,000",The Salon Professional Academy-Nampa,ID,2-year,Certificate,Private for-profit,25%,2882,98%,3627,136%,2678,"$8,164",4241,"$19,243",3243,"$9,728",310,83%,36%
1183,3664,"$606,000",Toni & Guy Hairdressing Academy-Idaho,ID,Less than 2-year,Certificate,Private for-profit,38%,3683,46%,3563,143%,1947,"$9,833",3880,"$23,853",2084,"$16,342",NA,NA,NA
1184,1006,"$1,029,000",University of Idaho,ID,4-year,Bachelor's,Public,74%,1372,242%,2684,202%,894,"$16,000",939,"$48,272",2522,"$14,132",1881,58%,74%
1185,3268,"$672,000",American Academy of Art,IL,4-year,Bachelor's,Private nonprofit,57%,3973,27%,4048,33%,13,"$27,000",2367,"$35,795",386,"$28,106",1950,57%,58%
1186,449,"$1,205,000",Augustana College,IL,4-year,Bachelor's,Private nonprofit,86%,2205,144%,3756,124%,29,"$26,000",365,"$58,227",816,"$23,874",846,72%,89%
1187,899,"$1,057,000",Aurora University,IL,4-year,Bachelor's,Private nonprofit,80%,1768,189%,2554,211%,894,"$16,000",829,"$49,800",1917,"$17,215",2130,54%,75%
1188,521,"$1,178,000",Benedictine University,IL,4-year,Bachelor's,Private nonprofit,82%,2437,128%,2347,223%,636,"$17,775",399,"$57,344",671,"$25,143",2567,46%,73%
1189,2361,"$814,000",Black Hawk College,IL,2-year,Associate's,Public,56%,428,500%,417,523%,3579,"$5,500",2583,"$34,253",3984,"$5,706",3386,32%,56%
1190,2405,"$807,000",Blackburn College,IL,4-year,Bachelor's,Private nonprofit,66%,2246,141%,3344,159%,1142,"$14,876",1962,"$38,571",2149,"$15,993",2543,47%,67%
1191,329,"$1,281,000",Bradley University,IL,4-year,Bachelor's,Private nonprofit,86%,2246,141%,3181,174%,129,"$22,625",278,"$61,889",616,"$25,634",539,78%,82%
1192,3674,"$605,000",Cameo Beauty Academy,IL,Less than 2-year,Certificate,Private for-profit,35%,3724,43%,2114,241%,3052,"$7,050",3847,"$24,024",1981,"$16,833",1855,58%,27%
1193,3981,"$547,000",Cannella School of Hair Design-Blue Island,IL,Less than 2-year,Certificate,Private for-profit,33%,2410,130%,117,698%,4059,"$2,697",4092,"$21,534",3311,"$9,350",424,80%,21%
1194,4122,"$505,000",Cannella School of Hair Design-Chicago,IL,Less than 2-year,Certificate,Private for-profit,NA,2437,128%,143,672%,4060,"$2,672",4160,"$20,637",3370,"$9,042",2055,55%,37%
1195,3258,"$674,000",Cannella School of Hair Design-Villa Park,IL,Less than 2-year,Certificate,Private for-profit,40%,549,436%,NA,NA,NA,NA,3539,"$26,449",4116,"$4,933",164,88%,NA
1196,3356,"$661,000",Capri Beauty College,IL,Less than 2-year,Certificate,Private for-profit,44%,2393,131%,3252,167%,1947,"$9,833",3581,"$26,211",2969,"$11,337",772,74%,56%
1197,647,"$1,132,000",Career Center of Southern Illinois,IL,Less than 2-year,Certificate,Public,77%,2231,142%,1467,297%,1807,"$11,120",1311,"$44,127",1748,"$18,235",825,73%,48%
1198,2307,"$821,000",Carl Sandburg College,IL,2-year,Associate's,Public,54%,84,1148%,48,829%,3998,"$3,750",2507,"$34,833",4328,"$2,792",2965,39%,65%
1199,76,"$1,656,000",Chamberlain University-Illinois,IL,4-year,Bachelor's,Private for-profit,90%,1654,203%,1046,357%,776,"$16,950",77,"$77,512",620,"$25,598",2495,48%,70%
1200,1992,"$862,000",Chicago State University,IL,4-year,Bachelor's,Public,66%,1349,245%,3957,84%,160,"$22,000",1722,"$40,534",2911,"$11,733",4100,18%,37%
1201,2630,"$771,000",City Colleges of Chicago-Harold Washington College,IL,2-year,Associate's,Public,52%,110,965%,119,697%,3977,"$4,000",2913,"$31,873",4316,"$2,992",4049,19%,31%
1202,2488,"$796,000",City Colleges of Chicago-Harry S Truman College,IL,2-year,Associate's,Public,54%,278,616%,365,546%,3830,"$5,200",2665,"$33,576",4157,"$4,688",3847,24%,NA
1203,3345,"$662,000",City Colleges of Chicago-Kennedy-King College,IL,2-year,Certificate,Public,45%,678,393%,451,510%,3902,"$4,618",3332,"$28,155",3983,"$5,709",3727,26%,43%
1204,2823,"$745,000",City Colleges of Chicago-Malcolm X College,IL,2-year,Certificate,Public,51%,187,752%,553,482%,3787,"$5,400",2974,"$31,420",4252,"$3,689",3843,24%,43%
1205,3345,"$662,000",City Colleges of Chicago-Olive-Harvey College,IL,2-year,Certificate,Public,44%,416,507%,592,470%,3864,"$4,875",3388,"$27,783",4174,"$4,574",3917,22%,NA
1206,2188,"$837,000",City Colleges of Chicago-Richard J Daley College,IL,2-year,Certificate,Public,58%,96,1064%,19,980%,4041,"$3,250",2470,"$35,101",4313,"$3,015",3483,30%,52%
1207,1456,"$940,000",City Colleges of Chicago-Wilbur Wright College,IL,2-year,Associate's,Public,65%,68,1272%,33,887%,3977,"$4,000",1843,"$39,470",4322,"$2,876",3677,27%,NA
1208,990,"$1,033,000",College of DuPage,IL,2-year,Associate's,Public,68%,464,480%,118,698%,3579,"$5,500",1334,"$43,879",3661,"$7,566",3861,23%,53%
1209,1802,"$888,000",College of Lake County,IL,2-year,Certificate,Public,61%,233,678%,182,637%,3846,"$5,000",2181,"$36,832",4148,"$4,735",3579,29%,58%
1210,2508,"$793,000",Columbia College Chicago,IL,4-year,Bachelor's,Private nonprofit,66%,3876,34%,3745,125%,569,"$18,500",1606,"$41,679",246,"$31,099",2418,49%,55%
1211,1257,"$975,000",Concordia University-Chicago,IL,4-year,Bachelor's,Private nonprofit,73%,1847,179%,1814,262%,1482,"$12,729",1110,"$46,133",2031,"$16,512",2483,48%,70%
1212,2793,"$749,000",Cosmetology & Spa Academy,IL,Less than 2-year,Certificate,Private for-profit,45%,2637,114%,1732,270%,2759,"$7,917",3209,"$29,289",2614,"$13,674",2262,52%,43%
1213,3489,"$636,000",Cosmetology Concepts Niles,IL,Less than 2-year,Certificate,Private for-profit,48%,278,616%,NA,NA,NA,NA,3509,"$26,624",4250,"$3,719",636,76%,58%
1214,1758,"$894,000",Coyne College,IL,2-year,Certificate,Private for-profit,60%,2673,112%,792,413%,2852,"$7,667",1872,"$39,326",1688,"$18,563",2343,50%,33%
1215,2684,"$764,000",Danville Area Community College,IL,2-year,Associate's,Public,52%,447,492%,115,699%,3977,"$4,000",2902,"$31,958",4034,"$5,399",2852,41%,56%
1216,314,"$1,294,000",DePaul University,IL,4-year,Bachelor's,Private nonprofit,84%,2686,111%,2310,226%,342,"$19,500",259,"$63,489",277,"$30,090",815,73%,71%
1217,1940,"$869,000",DeVry University-Illinois,IL,4-year,Bachelor's,Private for-profit,69%,3520,56%,1980,247%,1460,"$12,809",1266,"$44,484",353,"$28,551",3647,27%,48%
1218,728,"$1,108,000",Dominican University,IL,4-year,Bachelor's,Private nonprofit,80%,1888,174%,3216,171%,342,"$19,500",635,"$52,781",1550,"$19,268",1545,63%,78%
1219,3882,"$567,000",East-West University,IL,4-year,Bachelor's,Private nonprofit,47%,3744,42%,2580,208%,2001,"$9,500",3206,"$29,301",1310,"$20,633",4280,10%,23%
1220,1038,"$1,020,000",Eastern Illinois University,IL,4-year,Bachelor's,Public,79%,1460,229%,2922,189%,828,"$16,632",965,"$47,991",2423,"$14,607",2040,56%,73%
1221,4115,"$507,000",Educators of Beauty College of Cosmetology-Peru,IL,Less than 2-year,Certificate,Private for-profit,NA,3780,40%,3876,105%,2391,"$9,327",4245,"$19,135",2612,"$13,679",1910,57%,46%
1222,4001,"$542,000",Educators of Beauty College of Cosmetology-Rockford,IL,Less than 2-year,Certificate,Private for-profit,30%,3221,76%,3758,124%,2398,"$9,268",4154,"$20,736",2906,"$11,753",2055,55%,31%
1223,3996,"$543,000",Educators of Beauty College of Cosmetology-Sterling,IL,Less than 2-year,Certificate,Private for-profit,30%,2931,95%,3758,124%,2398,"$9,268",4154,"$20,736",3086,"$10,609",1748,60%,31%
1224,1211,"$984,000",Elgin Community College,IL,2-year,Associate's,Public,66%,141,885%,63,791%,3899,"$4,625",1649,"$41,224",4208,"$4,185",3242,34%,54%
1225,528,"$1,175,000",Elmhurst University,IL,4-year,Bachelor's,Private nonprofit,82%,2025,161%,2120,240%,834,"$16,500",461,"$56,183",1170,"$21,485",1247,67%,79%
1226,3628,"$611,000",Empire Beauty School-Hanover Park,IL,Less than 2-year,Certificate,Private for-profit,36%,3595,51%,3164,174%,2472,"$8,973",3760,"$24,578",2089,"$16,314",2508,47%,35%
1227,3684,"$604,000",Empire Beauty School-Stone Park,IL,Less than 2-year,Certificate,Private for-profit,39%,3501,57%,2298,226%,2929,"$7,484",3794,"$24,377",2245,"$15,549",2935,40%,49%
1228,3674,"$605,000",Empire Beauty School-Vernon Hills,IL,Less than 2-year,Certificate,Private for-profit,39%,3365,66%,2298,226%,2929,"$7,484",3794,"$24,377",2410,"$14,654",1613,62%,49%
1229,3441,"$645,000",Estelle Medical Academy,IL,Less than 2-year,Certificate,Private for-profit,44%,1897,173%,1001,366%,3804,"$5,255",3782,"$24,489",3380,"$8,980",3187,35%,66%
1230,564,"$1,162,000",ETI School of Skilled Trades,IL,Less than 2-year,Certificate,Private for-profit,70%,3429,62%,984,369%,2001,"$9,500",1262,"$44,584",427,"$27,449",741,74%,41%
1231,1899,"$873,000",Eureka College,IL,4-year,Bachelor's,Private nonprofit,74%,2857,100%,3226,170%,948,"$15,813",1496,"$42,669",1194,"$21,344",2238,52%,76%
1232,2618,"$774,000",First Institute of Travel Inc.,IL,Less than 2-year,Certificate,Private for-profit,50%,3668,47%,2334,224%,2432,"$9,130",3175,"$29,553",1399,"$20,122",399,81%,62%
1233,1985,"$863,000",Fox College,IL,2-year,Associate's,Private for-profit,61%,1960,168%,3233,169%,1360,"$13,624",2200,"$36,715",2603,"$13,725",981,70%,65%
1234,3253,"$675,000",G Skin & Beauty Institute,IL,Less than 2-year,Certificate,Private for-profit,43%,4249,2%,1342,313%,3292,"$6,333",3597,"$26,133",615,"$25,636",757,74%,45%
1235,3996,"$543,000",Gem City College,IL,Less than 2-year,Certificate,Private for-profit,NA,3016,89%,3602,139%,2001,"$9,500",4013,"$22,660",2873,"$12,005",1437,64%,46%
1236,882,"$1,063,000",Governors State University,IL,4-year,Bachelor's,Public,75%,1013,304%,1890,255%,1340,"$13,750",908,"$48,796",2862,"$12,077",NA,NA,60%
1237,1912,"$872,000",Greenville University,IL,4-year,Bachelor's,Private nonprofit,70%,2761,106%,3294,163%,875,"$16,250",1495,"$42,696",1288,"$20,689",1912,57%,77%
1238,3394,"$654,000",Hair Professionals Career College,IL,Less than 2-year,Certificate,Private for-profit,33%,2986,91%,2253,231%,2824,"$7,779",3660,"$25,712",2641,"$13,495",NA,NA,49%
1239,3470,"$639,000",Hair Professionals School of Cosmetology,IL,Less than 2-year,Certificate,Private for-profit,35%,3949,29%,2479,215%,2759,"$7,917",3727,"$24,935",1536,"$19,336",2441,49%,38%
1240,3876,"$569,000",Hairmasters Institute of Cosmetology,IL,Less than 2-year,Certificate,Private for-profit,28%,1856,178%,2757,197%,2897,"$7,549",4027,"$22,429",3555,"$8,066",204,86%,42%
1241,2351,"$816,000",Heartland Community College,IL,2-year,Associate's,Public,57%,1286,256%,404,527%,3579,"$5,500",2553,"$34,508",3248,"$9,703",3287,34%,44%
1242,3574,"$619,000",Hebrew Theological College,IL,4-year,Bachelor's,Private nonprofit,49%,2882,98%,1876,256%,2587,"$8,477",3117,"$30,211",2304,"$15,281",4299,4%,NA
1243,2411,"$806,000",Highland Community College,IL,2-year,Associate's,Public,55%,621,410%,475,505%,3563,"$5,600",2635,"$33,864",3827,"$6,637",2972,39%,50%
1244,2571,"$782,000",Illinois Central College,IL,2-year,Associate's,Public,54%,1323,250%,454,509%,3579,"$5,500",2675,"$33,520",3273,"$9,578",3003,39%,47%
1245,1204,"$985,000",Illinois College,IL,4-year,Bachelor's,Private nonprofit,80%,1829,181%,3603,139%,342,"$19,500",1080,"$46,510",2023,"$16,562",1263,66%,87%
1246,78,"$1,654,000",Illinois Institute of Technology,IL,4-year,Bachelor's,Private nonprofit,90%,1387,240%,1445,300%,447,"$19,428",76,"$77,682",950,"$22,831",924,71%,88%
1247,1446,"$941,000",Illinois Media School,IL,Less than 2-year,Certificate,Private for-profit,66%,3595,51%,1431,301%,2001,"$9,500",2009,"$38,115",667,"$25,176",1022,70%,50%
1248,1442,"$942,000",Illinois Media School-Chicago Campus,IL,Less than 2-year,Certificate,Private for-profit,66%,3546,54%,1431,301%,2001,"$9,500",2009,"$38,115",718,"$24,692",1161,68%,50%
